Course,University,Masters/Bachelors,Language,Course Duration,Course Link
URBAN AND REGIONAL PLANNING - LM-48 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/didattica/corsi-di-laurea-magistrale/pianificazione-urbanistica-e-territoriale
UPPER LIMITS OF MAXIMUM SYSTEMS REPLICA ROMA - L-35 R/ LM-64,Ateneo Straniero,Triennale,MU,3 years,http://www.chiesa.it/
LANGUAGES OF ASIA AND NORTH AFRICA FOR BUSINESS AND INTERNATIONAL COOPERATION - LM-38 R,"Università ""Ca' Foscari"" VENEZIA",Magistrale,MU,2 years,http://www.unive.it/cdl/LMR40
ORIENTAL LANGUAGES AND CULTURES - LM-36 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33547
LANGUAGE AND CIVILISATION OF ASIA AND MEDITERRANEAN AFRICA - LM-36 R,"Università ""Ca' Foscari"" VENEZIA",Magistrale,MU,2 years,http://www.unive.it/cdl/LMR20
ORIENTAL LANGUAGES AND CIVILIZATIONS - L-11 R,"Università degli Studi di ROMA ""La Sapienza""",Triennale,MU,3 years,https://corsidilaurea.uniroma1.it/it/course/33534
LANGUAGE AND COMMUNICATION FOR BUSINESS AND TOURISM - L-12 R,Università della VALLE D'AOSTA,Triennale,MU,3 years,http://www.univda.it/corso_di_laurea_in_lingue_e_comunicazione
"EUROPEAN, AMERICAN AND POSTCOLONIAL LANGUAGES AND LITERATURES - LM-37 R","Università ""Ca' Foscari"" VENEZIA",Magistrale,MU,2 years,http://www.unive.it/cdl/lmr3
LANGUAGES AND LITERATURES FOR THE EUROPEAN PLURILINGUALISM - LM-37 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,http://studiumanistici.dip.unina.it/it/didattica/corsi-di-laurea/
LANGUAGES AND LITERATURES FOR TEACHING AND CULTURAL PROFESSIONS - LM-37 R,Università degli Studi ROMA TRE,Magistrale,MU,2 years,https://lingueletteratureculturestraniere.uniroma3.it/corsi/dipartimento-di-lingue-letterature-e-culture-straniere/lm/2024-2025/lingue-e-letterature-per-la-didattica-e-la-traduzione-0580707303800001/
MODERN LANGUAGES IN TOURISM AND INTERNATIONAL COOPERATION - LM-38 R,Università degli Studi di TRENTO,Magistrale,MU,2 years,https://corsi.unitn.it/it/lingue-moderne-nel-turismo-e-nella-cooperazione-internazionale
FUNCTIONAL GENOMICS - LM-6 R,Università degli Studi di TRIESTE,Magistrale,MU,2 years,https://lauree.units.it/2-genomica-funzionale
GLOBAL CHANGE ECOLOGY AND SUSTAINABILITY - LM-6 R,Università degli Studi di TRIESTE,Magistrale,MU,2 years,https://lauree.units.it/2-ecologia-sostenibilita
MEDICAL AND DIAGNOSTIC BIOTECHNOLOGIES - LM-9 R,Università degli Studi di TRIESTE,Magistrale,MU,2 years,https://lauree.units.it/2-biotecnologie-mediche-diagnostiche
PHYSICS - LM-17 R,Università degli Studi di TRIESTE,Magistrale,MU,2 years,http://lauree.units.it/2-fisica
CLINICAL ENGINEERING - LM-21 R,Università degli Studi di TRIESTE,Magistrale,MU,2 years,https://lauree.units.it/2-ingegneria-clinica
"MATERIALS AND CHEMICAL ENGINEERING FOR NANO, BIO, AND SUSTAINABLE TECHNOLOGIES - LM-22 R/ LM-53.",Università degli Studi di TRIESTE,Magistrale,MU,2 years,https://degree.units.it/2-materials-chemical-engineering
CIVIL ENGINEERING - LM-23 R,Università degli Studi di TRIESTE,Magistrale,MU,2 years,https://lauree.units.it/2-ingegneria-civile
MATHEMATICS - LM-40 R,Università degli Studi di TRIESTE,Magistrale,EN,2 years,https://degree.units.it/2-mathematics
APPLIED SOCIAL AND COGNITIVE PSYCHOLOGY - LM-51 R,Università degli Studi di TRIESTE,Magistrale,MU,2 years,https://lauree.units.it/it/0320107335200001/il-corso
DIPLOMACY AND INTERNATIONAL COOPERATION STUDIES - LM-52 R/ LM-81 R,Università degli Studi di TRIESTE,Magistrale,MU,2 years,https://lauree.units.it/2-diplomazia-cooperazione
CLASSICS - L-10 R,"Università degli Studi di ROMA ""La Sapienza""",Triennale,EN,3 years,https://corsidilaurea.uniroma1.it/it/course/33528
COGNITIVE FORENSIC SCIENCES - LM-55 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33583
COGNITIVE NEUROSCIENCE - LM-51 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33574
COMPUTER SCIENCE - LM-18,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33508
CONTROL ENGINEERING - LM-25,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33509
"CULTURAL HERITAGE IN THE NEAR AND MIDDLE EAST, AND IN AFRICA - LM-2 R","Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33541
CYBERSECURITY - LM-66 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33516
DATA SCIENCE - LM-DATA,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33519
DENTISTRY AND DENTAL PROSTHODONTICS - LM-46 R,"Università degli Studi di ROMA ""La Sapienza""",unico,EN,6 years,https://corsidilaurea.uniroma1.it/it/course/33563
"DESIGN, MULTIMEDIA AND VISUAL COMMUNICATION - LM-12 R","Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33432
ECONOMICS AND FINANCE - L-33 R,"Università degli Studi di ROMA ""La Sapienza""",Triennale,MU,3 years,https://corsidilaurea.uniroma1.it/it/course/33438
ECONOMICS - LM-56 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33440
ECONOMICS AND COMMUNICATION FOR MANAGEMENT AND INNOVATION - LM-77 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33444
ENGINEERING IN COMPUTER SCIENCE AND ARTIFICIAL INTELLIGENCE - LM-32,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33515
ENGLISH AND ANGLO-AMERICAN STUDIES - LM-37 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33548
ENVIRONMENTAL AND SUSTAINABLE BUILDING ENGINEERING - LM-24,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33489
EUROPEAN STUDIES - LM-90 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33468
FASHION THEORY AND PRACTICES - LM-65 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33553
FINANCE AND INSURANCE - LM-16 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33439
GENETICS AND MOLECULAR BIOLOGY - LM-6 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33597
FOOD SCIENCE AND HUMAN NUTRITION - LM-61 R,Università degli Studi della TUSCIA,Magistrale,MU,2 years,http://www.unitus.it/it/dipartimento/deb/scienze-dellalimentazione-e-della-nutrizione-umana/articolo/presentazione-del-corso2
AGRICULTURAL AND ENVIRONMENTAL SCIENCE - LM-69 R,Università degli Studi della TUSCIA,Magistrale,MU,2 years,http://www.unitus.it/it/dipartimento/dafne/scienze-agrarie-e-ambientali1/articolo/presentazione11
SCIENCE AND TECHNOLOGIES FOR AGRICULTURE AND MOUNTAIN AREAS - LM-69 R/ LM-73 R,Università degli Studi della TUSCIA,Magistrale,EN,2 years,https://www.unitus.it/corsi/corsi-di-laurea-magistrale/science-and-technologies-for-agriculture-and-mountain-areas/
FORESTRY AND ENVIRONMENTAL SCIENCES - LM-73 R,Università degli Studi della TUSCIA,Magistrale,EN,2 years,https://www.unitus.it/corsi/corsi-di-laurea-magistrale/forestry-environmental-sciences/
CIRCULAR ECONOMY - LM-76 R,Università degli Studi della TUSCIA,Magistrale,EN,2 years,http://www.unitus.it/it/dipartimento/deim-economia/economia-circolare-econ-deim/articolo/economia-circolare-econ-deim1
SECURITY AND HUMAN RIGHTS - LM-90 R,Università degli Studi della TUSCIA,Magistrale,EN,2 years,http://www.unitus.it/it/dipartimento/distu/corso-di-laurea-magistrale-in-security-and-human-rights-lm-90-/articolo/presentazione-corso
COMPUTER SCIENCE AND INFORMATION TECHNOLOGY - LM-18,"Università ""Ca' Foscari"" VENEZIA",Magistrale,EN,2 years,http://www.unive.it/cdl/cm90
SCIENCE AND TECHNOLOGY OF BIO AND NANOMATERIALS - LM SC. MAT.,"Università ""Ca' Foscari"" VENEZIA",Magistrale,EN,2 years,http://www.unive.it/cdl/cm14
"PHILOSOPHY, INTERNATIONAL AND ECONOMIC STUDIES - L-5 R","Università ""Ca' Foscari"" VENEZIA",Triennale,EN,3 years,http://www.unive.it/cdl/ltr6
"LANGUAGES, CULTURES AND SOCIETIES OF ASIA AND MEDITERRANEAN AFRICA - L-11 R","Università ""Ca' Foscari"" VENEZIA",Triennale,MU,3 years,http://www.unive.it/cdl/LTR40
SAFETY AND CIVIL PROTECTION ENGINEERING - LM-26 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33491
NANOTECHNOLOGY ENGINEERING - LM-53.,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33496
GREEN INDUSTRIAL ENGINEERING FOR SUSTAINABLE DEVELOPMENT - LM-26 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33490
MECHANICAL ENGINEERING - LM-33,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33494
ENVIRONMENTAL ENGINEERING - LM-35 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33495
"FINANCIAL INSTITUTIONS, INTERNATIONAL FINANCE AND RISK MANAGEMENT - LM-77 R","Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33446
ORIENTAL LANGUAGES AND CULTURES - LM-36 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33547
ORIENTAL LANGUAGES AND CIVILIZATIONS - L-11 R,"Università degli Studi di ROMA ""La Sapienza""",Triennale,MU,3 years,https://corsidilaurea.uniroma1.it/it/course/33534
BUSINESS MANAGEMENT - LM-77 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33447
MEDICINE AND SURGERY - LM-41 R,"Università degli Studi di ROMA ""La Sapienza""",unico,EN,6 years,https://corsidilaurea.uniroma1.it/it/course/33454
INDUSTRIAL AND MECHANICAL ENGINEERING - L-9 R,Libera Università di BOLZANO,Triennale,MU,3 years,https://www.unibz.it/en/faculties/engineering/bachelor-industrial-mechanical-engineering/
COMPUTING FOR DATA SCIENCE - LM-18,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/engineering/master-computing-data-science/
INFORMATICS AND MANAGEMENT OF DIGITAL BUSINESS - L-31 R,Libera Università di BOLZANO,Triennale,MU,3 years,https://www.unibz.it/en/faculties/engineering/bachelor-informatics-management-digital-business/
COMPUTER SCIENCE - L-31 R,Libera Università di BOLZANO,Triennale,MU,3 years,https://www.unibz.it/en/faculties/engineering/bachelor-computer-science
ENVIRONMENTAL MANAGEMENT OF MOUNTAIN AREAS - LM-73 R,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/agricultural-environmental-food-sciences/master-environmental-management-mountain-areas/
ENTREPRENEURSHIP AND INNOVATION - LM-77 R,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/economics-management/master-entrepreneurship-innovation/
"ECONOMICS, POLITICS AND ETHICS - L-33 R",Libera Università di BOLZANO,Triennale,MU,3 years,https://www.unibz.it/en/faculties/economics-management/bachelor-economics-politics-ethics/
ECONOMICS AND MANAGEMENT - L-18 R,Libera Università di BOLZANO,Triennale,MU,3 years,https://www.unibz.it/en/faculties/economics-management/bachelor-economics-management/
ECO-SOCIAL DESIGN - LM-12 R,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/design-art/master-eco-social-design/
DESIGN AND ART - L-4 R,Libera Università di BOLZANO,Triennale,MU,3 years,https://www.unibz.it/it/faculties/design-art/bachelor-design/
ELECTRONICS ENGINEERING - LM-29,Università degli Studi di MODENA e REGGIO EMILIA,Magistrale,EN,2 years,https://www.ingmo.unimore.it/it/didattica/corsi-di-laurea-magistrale-informazioni-generali/electronics-engineering-english-taught
DIGITAL AUTOMATION ENGINEERING - LM-25,Università degli Studi di MODENA e REGGIO EMILIA,Magistrale,EN,2 years,https://www.dismi.unimore.it/it/didattica/corsi-di-laurea-magistrale-informazioni-generali/digital-automation-engineering
ARTIFICIAL INTELLIGENCE ENGINEERING - LM-32,Università degli Studi di MODENA e REGGIO EMILIA,Magistrale,EN,2 years,https://www.ingmo.unimore.it/it/didattica/corsi-di-laurea-magistrale-informazioni-generali/artificial-intelligence-engineering
ADVANCED AUTOMOTIVE ENGINEERING - LM-33,Università degli Studi di MODENA e REGGIO EMILIA,Magistrale,EN,2 years,https://www.ingmo.unimore.it/it/didattica/corsi-di-laurea-magistrale-informazioni-generali/advanced-automotive-engineering-english
URBAN PLANNING AND POLICY DESIGN - LM-48 R,Politecnico di MILANO,Magistrale,EN,2 years,http://www.uppd.polimi.it/
TELECOMMUNICATION ENGINEERING - LM-27,Politecnico di MILANO,Magistrale,EN,2 years,https://www.ccstlc.polimi.it/
SUSTAINABLE ARCHITECTURE AND LANDSCAPE DESIGN - LM-4 R,Politecnico di MILANO,Magistrale,EN,2 years,https://www.polo-piacenza.polimi.it/
SPACE ENGINEERING - LM-20 R,Politecnico di MILANO,Magistrale,EN,2 years,https://ccs-aerospaziale.polimi.it/corso-di-laurea-magistrale-in-ingegneria-spaziale/
ARCHITECTURAL DESIGN REPLICA PIACENZA - L-17 R,Politecnico di MILANO,Triennale,MU,3 years,http://www.progettazionedellarchitettura.polimi.it/
ARCHITECTURAL DESIGN REPLICA MANTOVA - L-17 R,Politecnico di MILANO,Triennale,MU,3 years,http://www.progettazionedellarchitettura.polimi.it/
ECONOMICS AND FINANCE - LM-56 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,http://www.dises.unina.it/didattica/corsi-di-laurea/lauree-magistrali/9359805-economics-and-finance/
ECONOMICS AND FINANCE - L-33 R,Università degli Studi di PALERMO,Triennale,MU,3 years,http://portale.unipa.it/dipartimenti/seas/cds/economiaefinanza2081
LAW AND ECONOMICS - LM-56 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,MU,2 years,http://corsi.unibo.it/Magistrale/EconomiaDiritto
"ENVIRONMENTAL ECONOMICS, LABOUR AND SUSTAINABLE DEVELOPMENT - LM-56 R",Università degli Studi ROMA TRE,Magistrale,MU,2 years,https://economia.uniroma3.it/didattica/orientamento/le-nostre-magistrali/laurea-magistrale-in-economia-dellambiente-e-dello-sviluppo-lm-56/
BUSINESS ECONOMICS - L-18 R,Alma Mater Studiorum - Università di BOLOGNA,Triennale,MU,3 years,http://corsi.unibo.it/clei
BUSINESS ADMINISTRATION REPLICA - L-18 R,Università Cattolica del Sacro Cuore,Triennale,MU,3 years,https://www.unicatt.it/corsi/economia-aziendale-piacenza
BUSINESS ADMINISTRATION - L-18 R,Università Cattolica del Sacro Cuore,Triennale,MU,3 years,https://www.unicatt.it/corsi/economia-aziendale-piacenza
BUSINESS ADMINISTRATION - LM-77 R,Università degli Studi ROMA TRE,Magistrale,MU,2 years,https://economiaziendale.uniroma3.it/
ECONOMICS INSTITUTIONS SUSTAINABILITY - LM-56 R,Università degli Studi di FIRENZE,Magistrale,MU,2 years,http://www.scienze-economia.unifi.it/
BEHAVIOURAL AND APPLIED ECONOMICS - LM-56 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/behavioural-and-applied-economics
BUSINESS ECONOMICS AND MANAGEMENT - L-18 R,"Università degli Studi ""Guglielmo Marconi"" - Telematica",Triennale,MU,3 years,https://www.unimarconi.it/l-18-corso-di-laurea-in-economia-aziendale-e-management/
BUSINESS ADMINISTRATION - L-18 R,"Università degli Studi di NAPOLI ""Parthenope""",Triennale,MU,3 years,https://orienta.uniparthenope.it/laurea-triennale/economia-aziendale/
ECONOMICS - LM-56 R,"Università degli Studi ""Mediterranea"" di REGGIO CALABRIA",Magistrale,MU,2 years,https://www.unirc.it/corsi/lauree-magistrali/economia
ECONOMICS - LM-56 R,Università Cattolica del Sacro Cuore,Magistrale,MU,2 years,https://www.unicatt.it/corsi/economia-milano
ECONOMICS - LM-56 R,Università degli Studi di SASSARI,Magistrale,MU,2 years,https://disea.uniss.it/it
GLOBAL CHANGE ECOLOGY AND SUSTAINABILITY - LM-6 R,Università degli Studi di TRIESTE,Magistrale,MU,2 years,https://lauree.units.it/2-ecologia-sostenibilita
ECO-SOCIAL DESIGN - LM-12 R,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/design-art/master-eco-social-design/
EAST EUROPEAN AND EURASIAN STUDIES - LM-52 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,http://corsi.unibo.it/2Cycle/mirees
EARTH AND CLIMATE DYNAMICS - L-34 R,Università degli Studi di PADOVA,Triennale,EN,3 years,https://www.unipd.it/offerta-didattica/corso-di-laurea/scienze?tipo=L&scuola=SC&ordinamento=2025&key=SC2986&cg=scienze
EARTH SYSTEM AND GLOBAL CHANGES - L-34 R,Università degli Studi di BARI ALDO MORO,Triennale,EN,3 years,http://www.scienzegeologiche.uniba.it/77-presentazione-corsi/
EARTH SCIENCES FOR SUSTAINABLE DEVELOPMENT - L-34 R,Università degli Studi di TRIESTE,Triennale,EN,3 years,https://degree.units.it/en/0320107323400001
EXPLORATION AND APPLIED GEOPHYSICS - LM-79 R,Università di PISA,Magistrale,EN,2 years,https://www.dst.unipi.it/exploration-and-applied-geophysics-msc-wgf-lm.html
EUROPEAN AND INTERNATIONAL STUDIES - LM-52 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/european-and-international-studies
ENVIRONMENTAL SCIENCES AND CIVIL PROTECTION - L-32 R,Università Politecnica delle MARCHE,Triennale,EN,3 years,https://www.disva.univpm.it/content/Undergraduate_Course_in_Environmental_Sciences_and_Civil_Protection
ENVIRONMENTAL HAZARD AND DISASTER RISK MANAGEMENT - LM-75 R,Università Politecnica delle MARCHE,Magistrale,EN,2 years,https://www.disva.univpm.it/content/corso-di-laurea-rischio-ambientale-e-protezione-civile
ENGLISH AND AMERICAN STUDIES - LM-37 R,Università degli Studi di TORINO,Magistrale,EN,2 years,https://www.lingue.unito.it/do/home.pl/View?doc=/Lauree_Magistrali/english_and_american_studies.html
ENGINEERING OF PAPER AND CARDBOARD - LM-33,Università di PISA,Magistrale,EN,2 years,http://www.epc-masterdegree.it/
ELECTRONICS ENGINEERING FOR AUTOMATION AND SENSING - LM-29,Università degli Studi del SANNIO di BENEVENTO,Magistrale,EN,2 years,https://unisannio.it/it/dipartimenti/ding/didattica/corsi-di-laurea-magistrale/electronics-engineering-automation-sensing-389
ECONOMICS OF INNOVATION FOR SUSTAINABLE DEVELOPMENT - LM-56 R,Università degli Studi di TORINO,Magistrale,EN,2 years,https://www.eisd.unito.it/
ECONOMICS AND TECHNOLOGIES FOR SUSTAINABILITY - LM-76 R,Università degli Studi di MILANO-BICOCCA,Magistrale,EN,2 years,https://elearning.unimib.it/F7603Q
DENTAL HYGIENE - L/SNT3,Università degli Studi di PARMA,Triennale,EN,3 years,https://corsi.unipr.it/cdl-dh
ECONOMICS AND MANAGEMENT OF SUSTAINABLE FOOD SYSTEM - LM-77 R,Università degli Studi di PARMA,Magistrale,EN,2 years,https://corsi.unipr.it/cdlm-emsfs
ELECTRONIC ENGINEERING FOR INTELLIGENT VEHICLES - LM-29,Università degli Studi di PARMA,Magistrale,EN,2 years,https://corsi.unipr.it/it/cdlm-eeiv
ENGINEERING FOR THE FOOD INDUSTRY - LM-33,Università degli Studi di PARMA,Magistrale,EN,2 years,http://cdlm-iimia.unipr.it/
ENVIRONMENTAL ENGINEERING FOR RISK MITIGATION - LM-35 R,Università degli Studi di PARMA,Magistrale,EN,2 years,https://corsi.unipr.it/en/cdlm-eefrm
FOOD SAFETY AND FOOD RISK MANAGEMENT - LM-70 R,Università degli Studi di PARMA,Magistrale,EN,2 years,https://corsi.unipr.it/en/cdlm-fsafrm
